train_no,journey_date,station_seq,station_code,delay_min,reporting_lag_min,scheduled_count
12295,2025-12-20,21,DDU,59.5,0,6
12295,2025-12-20,22,PNBE,65.3,0,14
12295,2025-12-20,23,HWH,74.9,0,9
12295,2025-12-20,24,BCT,78.0,10,9
12305,2025-12-17,1,GZB,0.0,0,13
12305,2025-12-17,2,ALJN,0.0,0,14
12305,2025-12-17,3,TDL,0.0,0,3
12305,2025-12-17,4,CNB,0.6,15,2
12305,2025-12-17,5,PRYJ,0.0,0,9
12305,2025-12-17,6,DDU,2.1,28,12
12305,2025-12-17,7,PNBE,2.6,0,11
12305,2025-12-17,8,HWH,9.2,0,15
12305,2025-12-17,9,BCT,9.9,23,15
12305,2025-12-17,10,BRC,12.3,0,8
12305,2025-12-17,11,RTM,10.0,14,14
12305,2025-12-17,12,KOTA,18.2,0,8
12305,2025-12-17,13,MAS,16.6,0,15
12305,2025-12-17,14,SBC,18.6,0,13
12305,2025-12-17,15,NDLS,19.7,0,11
12305,2025-12-17,16,GZB,19.1,0,11
12305,2025-12-17,17,ALJN,17.4,25,7
22416,2025-12-27,1,GZB,0.0,0,2
22416,2025-12-27,2,ALJN,0.0,0,5
22416,2025-12-27,3,TDL,0.0,0,15
22416,2025-12-27,4,CNB,0.0,0,7
22416,2025-12-27,5,PRYJ,0.0,0,17
22416,2025-12-27,6,DDU,0.0,0,17
22416,2025-12-27,7,PNBE,0.0,0,15
22416,2025-12-27,8,HWH,0.0,0,16
22416,2025-12-27,9,BCT,0.0,0,5
22416,2025-12-27,10,BRC,0.0,0,14
22416,2025-12-27,11,RTM,1.7,0,7
22416,2025-12-27,12,KOTA,3.6,16,5
22416,2025-12-27,13,MAS,3.6,0,7
12626,2025-12-09,1,GZB,13.1,0,10
12626,2025-12-09,2,ALJN,12.8,0,15
12626,2025-12-09,3,TDL,15.1,0,9
12626,2025-12-09,4,CNB,12.9,0,3
12626,2025-12-09,5,PRYJ,7.9,0,8
12626,2025-12-09,6,DDU,11.5,0,15
12626,2025-12-09,7,PNBE,12.1,0,14
12626,2025-12-09,8,HWH,10.8,0,3
12626,2025-12-09,9,BCT,11.1,0,14
12626,2025-12-09,10,BRC,18.6,0,10
12626,2025-12-09,11,RTM,22.1,15,3
12626,2025-12-09,12,KOTA,25.2,0,11
12626,2025-12-09,13,MAS,31.3,28,14
12301,2025-11-19,1,GZB,3.4,0,17
12301,2025-11-19,2,ALJN,9.7,0,9
12301,2025-11-19,3,TDL,0.0,0,11
12301,2025-11-19,4,CNB,0.0,0,9
12301,2025-11-19,5,PRYJ,0.0,11,3
12301,2025-11-19,6,DDU,0.0,0,10
12301,2025-11-19,7,PNBE,0.0,0,2
12301,2025-11-19,8,HWH,0.0,0,9
12301,2025-11-19,9,BCT,5.4,0,9
12301,2025-11-19,10,BRC,5.8,22,10
12301,2025-11-19,11,RTM,3.1,0,17
12301,2025-11-19,12,KOTA,8.1,5,14
12301,2025-11-19,13,MAS,12.8,7,6
12301,2025-11-19,14,SBC,11.8,0,13
12259,2025-11-05,1,GZB,28.8,0,14
12259,2025-11-05,2,ALJN,30.7,18,9
12259,2025-11-05,3,TDL,27.2,0,7
12259,2025-11-05,4,CNB,31.3,0,12
12259,2025-11-05,5,PRYJ,24.6,6,13
12259,2025-11-05,6,DDU,27.4,0,4
12259,2025-11-05,7,PNBE,32.2,0,3
12259,2025-11-05,8,HWH,31.8,0,5
12259,2025-11-05,9,BCT,29.8,0,17
12259,2025-11-05,10,BRC,30.7,25,2
12259,2025-11-05,11,RTM,36.6,0,9
12259,2025-11-05,12,KOTA,45.1,32,14
12259,2025-11-05,13,MAS,44.6,0,3
12259,2025-11-05,14,SBC,45.5,0,10
12259,2025-11-05,15,NDLS,51.0,0,12
12259,2025-11-05,16,GZB,50.2,0,15
12259,2025-11-05,17,ALJN,54.2,0,4
12259,2025-11-05,18,TDL,54.2,0,13
12259,2025-11-05,19,CNB,58.0,0,17
12259,2025-11-05,20,PRYJ,58.1,27,12
12301,2025-10-24,1,GZB,0.0,0,16
12301,2025-10-24,2,ALJN,0.0,0,17
12301,2025-10-24,3,TDL,0.0,0,9
12301,2025-10-24,4,CNB,2.4,21,2
12301,2025-10-24,5,PRYJ,8.3,0,6
12301,2025-10-24,6,DDU,12.7,0,7
12301,2025-10-24,7,PNBE,21.1,19,17
12301,2025-10-24,8,HWH,28.7,32,15
12301,2025-10-24,9,BCT,30.8,0,4
12301,2025-10-24,10,BRC,28.9,0,6
12301,2025-10-24,11,RTM,30.0,0,9
12301,2025-10-24,12,KOTA,30.4,0,13
12301,2025-10-24,13,MAS,28.4,0,5
12301,2025-10-24,14,SBC,32.7,0,5
12301,2025-10-24,15,NDLS,29.5,0,5
12301,2025-10-24,16,GZB,29.5,0,2
12301,2025-10-24,17,ALJN,27.6,7,2
12301,2025-10-24,18,TDL,34.1,28,16
12301,2025-10-24,19,CNB,36.4,0,4
12301,2025-10-24,20,PRYJ,36.6,0,4
12301,2025-10-24,21,DDU,42.3,0,17
22415,2025-10-27,1,GZB,25.5,0,17
22415,2025-10-27,2,ALJN,25.0,22,4
22415,2025-10-27,3,TDL,26.9,11,16
22415,2025-10-27,4,CNB,28.2,0,8
22415,2025-10-27,5,PRYJ,24.8,0,15
22415,2025-10-27,6,DDU,27.0,0,3
22415,2025-10-27,7,PNBE,30.1,0,10
22415,2025-10-27,8,HWH,34.7,0,3
22415,2025-10-27,9,BCT,34.3,33,9
22415,2025-10-27,10,BRC,38.8,0,7
22415,2025-10-27,11,RTM,44.3,0,2
22415,2025-10-27,12,KOTA,49.7,0,2
22415,2025-10-27,13,MAS,54.1,24,2
22415,2025-10-27,14,SBC,54.3,0,12
22415,2025-10-27,15,NDLS,55.9,33,6
22415,2025-10-27,16,GZB,56.6,26,3
22415,2025-10-27,17,ALJN,55.6,18,2
22415,2025-10-27,18,TDL,58.8,0,2
22415,2025-10-27,19,CNB,59.0,32,11
22415,2025-10-27,20,PRYJ,64.7,0,8
22415,2025-10-27,21,DDU,65.0,0,10
22415,2025-10-27,22,PNBE,68.1,33,10
22415,2025-10-27,23,HWH,66.6,26,13
12431,2025-12-24,1,GZB,0.0,0,9
12431,2025-12-24,2,ALJN,1.0,0,3
12431,2025-12-24,3,TDL,11.4,0,17
12431,2025-12-24,4,CNB,11.6,18,14
12431,2025-12-24,5,PRYJ,12.4,18,6
12431,2025-12-24,6,DDU,14.4,11,12
12431,2025-12-24,7,PNBE,10.1,0,2
12431,2025-12-24,8,HWH,12.1,0,10
12431,2025-12-24,9,BCT,18.3,0,8
12431,2025-12-24,10,BRC,22.1,0,8
12431,2025-12-24,11,RTM,24.4,0,10
12431,2025-12-24,12,KOTA,22.8,0,7
12431,2025-12-24,13,MAS,25.1,0,6
12431,2025-12-24,14,SBC,29.8,29,3
12302,2025-12-10,1,GZB,0.0,0,10
12302,2025-12-10,2,ALJN,0.0,0,8
12302,2025-12-10,3,TDL,0.0,0,7
12302,2025-12-10,4,CNB,0.0,0,8
12302,2025-12-10,5,PRYJ,1.7,0,14
12302,2025-12-10,6,DDU,11.0,29,9
12302,2025-12-10,7,PNBE,11.5,0,8
12302,2025-12-10,8,HWH,12.1,0,11
12302,2025-12-10,9,BCT,8.1,0,4
12302,2025-12-10,10,BRC,6.8,0,17
12302,2025-12-10,11,RTM,8.6,0,10
12302,2025-12-10,12,KOTA,7.4,0,12
12302,2025-12-10,13,MAS,5.1,0,10
12259,2025-11-05,1,GZB,0.0,21,10
12259,2025-11-05,2,ALJN,0.0,0,14
12259,2025-11-05,3,TDL,4.2,0,8
12259,2025-11-05,4,CNB,3.4,0,8
12259,2025-11-05,5,PRYJ,8.0,0,2
12259,2025-11-05,6,DDU,13.1,0,7
12259,2025-11-05,7,PNBE,8.4,18,6
12259,2025-11-05,8,HWH,6.8,0,14
12259,2025-11-05,9,BCT,10.9,0,10
12259,2025-11-05,10,BRC,6.5,0,14
12259,2025-11-05,11,RTM,4.2,0,5
12259,2025-11-05,12,KOTA,3.8,0,8
12259,2025-11-05,13,MAS,0.0,0,4
12951,2025-11-11,1,GZB,0.0,19,14
12951,2025-11-11,2,ALJN,0.0,0,15
12951,2025-11-11,3,TDL,0.0,0,10
12951,2025-11-11,4,CNB,0.0,31,14
12951,2025-11-11,5,PRYJ,0.0,0,3
12951,2025-11-11,6,DDU,0.0,0,2
12951,2025-11-11,7,PNBE,0.0,0,8
12951,2025-11-11,8,HWH,0.0,0,3
12951,2025-11-11,9,BCT,0.0,0,15
12951,2025-11-11,10,BRC,0.0,0,13
12951,2025-11-11,11,RTM,0.0,0,17
12951,2025-11-11,12,KOTA,0.0,25,16
12951,2025-11-11,13,MAS,1.9,23,2
12951,2025-11-11,14,SBC,5.3,0,11
12807,2025-11-03,1,GZB,0.0,29,2
12807,2025-11-03,2,ALJN,0.0,0,3
12807,2025-11-03,3,TDL,0.0,33,12
12807,2025-11-03,4,CNB,0.0,0,15
12807,2025-11-03,5,PRYJ,0.0,0,17
12807,2025-11-03,6,DDU,4.1,0,15
12807,2025-11-03,7,PNBE,7.4,30,17
12807,2025-11-03,8,HWH,4.4,0,15
12807,2025-11-03,9,BCT,4.1,0,9
12807,2025-11-03,10,BRC,6.0,0,2
12807,2025-11-03,11,RTM,10.3,0,5
12807,2025-11-03,12,KOTA,8.6,26,11
12807,2025-11-03,13,MAS,13.2,0,12
12807,2025-11-03,14,SBC,16.4,6,8
12807,2025-11-03,15,NDLS,22.8,0,15
12807,2025-11-03,16,GZB,26.8,0,9
12807,2025-11-03,17,ALJN,34.4,28,12
12431,2025-11-06,1,GZB,0.0,0,11
12431,2025-11-06,2,ALJN,0.0,0,14
12431,2025-11-06,3,TDL,0.7,0,6
12431,2025-11-06,4,CNB,0.0,13,4
12431,2025-11-06,5,PRYJ,8.9,0,12
12431,2025-11-06,6,DDU,10.5,0,10
12431,2025-11-06,7,PNBE,9.6,0,17
12431,2025-11-06,8,HWH,10.6,0,16
12431,2025-11-06,9,BCT,15.8,0,4
12431,2025-11-06,10,BRC,23.9,0,12
12431,2025-11-06,11,RTM,30.5,5,2
12431,2025-11-06,12,KOTA,25.2,18,11
12431,2025-11-06,13,MAS,20.9,0,16
12431,2025-11-06,14,SBC,22.6,0,7
12431,2025-11-06,15,NDLS,23.3,0,4
12431,2025-11-06,16,GZB,24.7,0,6
12431,2025-11-06,17,ALJN,28.7,0,2
12431,2025-11-06,18,TDL,23.9,0,14
12431,2025-11-06,19,CNB,23.8,7,12
12431,2025-11-06,20,PRYJ,23.6,0,11
12431,2025-11-06,21,DDU,25.6,0,7
12431,2025-11-06,22,PNBE,21.6,0,6
12431,2025-11-06,23,HWH,22.4,24,5
12616,2025-12-14,1,GZB,0.0,0,10
12616,2025-12-14,2,ALJN,3.7,0,4
12616,2025-12-14,3,TDL,1.9,0,14
12616,2025-12-14,4,CNB,0.0,0,8
12616,2025-12-14,5,PRYJ,0.0,0,14
12616,2025-12-14,6,DDU,0.0,30,7
12616,2025-12-14,7,PNBE,0.0,28,16
12616,2025-12-14,8,HWH,0.0,16,5
12616,2025-12-14,9,BCT,0.0,27,12
12616,2025-12-14,10,BRC,0.0,33,16
12431,2025-12-21,1,GZB,37.3,0,7
12431,2025-12-21,2,ALJN,45.0,0,12
12431,2025-12-21,3,TDL,44.9,24,16
12431,2025-12-21,4,CNB,33.2,0,17
12431,2025-12-21,5,PRYJ,34.0,0,7
12431,2025-12-21,6,DDU,33.0,0,11
12431,2025-12-21,7,PNBE,20.0,0,5
12431,2025-12-21,8,HWH,16.7,24,11
12431,2025-12-21,9,BCT,22.7,0,7
12431,2025-12-21,10,BRC,20.2,0,2
12431,2025-12-21,11,RTM,18.2,0,3
12431,2025-12-21,12,KOTA,18.3,0,16
12431,2025-12-21,13,MAS,20.5,0,4
12431,2025-12-21,14,SBC,29.5,0,3
12431,2025-12-21,15,NDLS,38.6,0,3
12431,2025-12-21,16,GZB,36.4,0,9
12431,2025-12-21,17,ALJN,37.8,27,6
12431,2025-12-21,18,TDL,43.0,14,7
12424,2025-12-23,1,GZB,0.0,0,9
12424,2025-12-23,2,ALJN,0.0,8,6
12424,2025-12-23,3,TDL,0.0,0,5
12424,2025-12-23,4,CNB,0.0,0,2
12424,2025-12-23,5,PRYJ,0.0,0,3
12424,2025-12-23,6,DDU,0.0,0,13
12424,2025-12-23,7,PNBE,0.0,6,10
12424,2025-12-23,8,HWH,0.0,0,13
12424,2025-12-23,9,BCT,0.0,33,9
12424,2025-12-23,10,BRC,0.0,13,5
12424,2025-12-23,11,RTM,0.0,33,2
12424,2025-12-23,12,KOTA,0.0,0,5
12424,2025-12-23,13,MAS,0.0,21,9
12424,2025-12-23,14,SBC,0.0,0,3
12807,2025-12-28,1,GZB,9.9,6,3
12807,2025-12-28,2,ALJN,16.6,0,11
12807,2025-12-28,3,TDL,10.1,0,3
12807,2025-12-28,4,CNB,15.5,28,6
12807,2025-12-28,5,PRYJ,17.6,19,9
12807,2025-12-28,6,DDU,17.6,0,8
12807,2025-12-28,7,PNBE,19.4,0,9
12807,2025-12-28,8,HWH,24.7,0,16
12807,2025-12-28,9,BCT,26.6,0,5
12807,2025-12-28,10,BRC,21.9,0,9
12807,2025-12-28,11,RTM,17.9,29,3
12807,2025-12-28,12,KOTA,21.2,0,6
12807,2025-12-28,13,MAS,23.4,0,2
12807,2025-12-28,14,SBC,26.9,0,14
12807,2025-12-28,15,NDLS,25.8,0,10
12807,2025-11-02,1,GZB,0.0,0,2
12807,2025-11-02,2,ALJN,0.0,0,11
12807,2025-11-02,3,TDL,0.0,34,5
12807,2025-11-02,4,CNB,0.0,11,9
12807,2025-11-02,5,PRYJ,0.0,15,5
12807,2025-11-02,6,DDU,0.0,5,16
12807,2025-11-02,7,PNBE,0.0,18,12
12807,2025-11-02,8,HWH,0.0,0,11
12807,2025-11-02,9,BCT,4.3,28,6
12807,2025-11-02,10,BRC,6.3,0,5
12807,2025-11-02,11,RTM,4.8,0,14
12807,2025-11-02,12,KOTA,2.2,0,13
12807,2025-11-02,13,MAS,4.7,25,12
12807,2025-11-02,14,SBC,4.7,0,6
12807,2025-11-02,15,NDLS,10.5,0,3
12807,2025-11-02,16,GZB,9.5,0,13
12807,2025-11-02,17,ALJN,4.5,31,2
12807,2025-11-02,18,TDL,8.4,20,7
12807,2025-11-02,19,CNB,6.4,0,12
12807,2025-11-02,20,PRYJ,7.7,0,12
12807,2025-11-02,21,DDU,7.0,18,10
12807,2025-11-02,22,PNBE,4.6,31,12
12807,2025-11-02,23,HWH,12.3,9,17
12807,2025-11-02,24,BCT,15.6,0,10
12301,2025-11-11,1,GZB,0.0,0,5
12301,2025-11-11,2,ALJN,0.0,0,6
12301,2025-11-11,3,TDL,0.0,0,13
12301,2025-11-11,4,CNB,0.0,0,17
12301,2025-11-11,5,PRYJ,0.0,0,12
12301,2025-11-11,6,DDU,0.0,34,12
12301,2025-11-11,7,PNBE,0.0,30,8
12301,2025-11-11,8,HWH,0.0,0,8
12301,2025-11-11,9,BCT,0.0,34,13
12301,2025-11-11,10,BRC,0.0,0,10
12301,2025-11-11,11,RTM,0.0,5,15
12301,2025-11-11,12,KOTA,4.8,0,12
12301,2025-11-11,13,MAS,0.0,0,2
12301,2025-11-11,14,SBC,0.0,15,7
12301,2025-11-11,15,NDLS,0.0,34,2
12301,2025-11-11,16,GZB,10.1,0,7
12301,2025-11-11,17,ALJN,14.8,30,17
12001,2025-10-29,1,GZB,0.0,0,16
12001,2025-10-29,2,ALJN,0.0,0,15
12001,2025-10-29,3,TDL,5.1,0,17
12001,2025-10-29,4,CNB,2.2,0,6
12001,2025-10-29,5,PRYJ,0.0,0,15
12001,2025-10-29,6,DDU,0.0,0,12
12001,2025-10-29,7,PNBE,0.9,0,15
12001,2025-10-29,8,HWH,6.1,0,6
12001,2025-10-29,9,BCT,8.2,0,14
12001,2025-10-29,10,BRC,6.8,0,11
12001,2025-10-29,11,RTM,1.7,0,3
12001,2025-10-29,12,KOTA,8.0,0,7
12001,2025-10-29,13,MAS,12.2,0,16
12001,2025-10-29,14,SBC,11.2,0,13
12001,2025-10-29,15,NDLS,13.1,6,11
12001,2025-10-29,16,GZB,10.8,0,3
12863,2025-12-06,1,GZB,0.0,13,8
12863,2025-12-06,2,ALJN,6.2,0,4
12863,2025-12-06,3,TDL,8.3,0,17
12863,2025-12-06,4,CNB,7.3,0,13
12863,2025-12-06,5,PRYJ,14.2,34,10
12863,2025-12-06,6,DDU,13.0,0,15
12863,2025-12-06,7,PNBE,12.9,0,3
12863,2025-12-06,8,HWH,17.9,12,4
12863,2025-12-06,9,BCT,23.7,26,7
12863,2025-12-06,10,BRC,31.7,0,8
12863,2025-12-06,11,RTM,37.7,0,3
12863,2025-12-06,12,KOTA,36.5,31,8
12863,2025-12-06,13,MAS,36.4,11,17
12863,2025-12-06,14,SBC,37.5,0,13
12863,2025-12-06,15,NDLS,41.8,0,17
12863,2025-12-06,16,GZB,43.4,0,2
12863,2025-12-06,17,ALJN,37.4,16,16
12863,2025-12-06,18,TDL,37.1,0,6
12863,2025-12-06,19,CNB,35.7,0,13
12863,2025-12-06,20,PRYJ,36.3,24,9
12863,2025-12-06,21,DDU,40.4,33,4
12863,2025-12-06,22,PNBE,36.5,0,15
12863,2025-12-06,23,HWH,40.1,0,4
12863,2025-12-06,24,BCT,44.8,32,17
12925,2025-10-01,1,GZB,3.5,0,10
12925,2025-10-01,2,ALJN,2.3,0,17
12925,2025-10-01,3,TDL,4.5,0,12
12925,2025-10-01,4,CNB,2.5,0,17
12925,2025-10-01,5,PRYJ,4.1,0,10
12925,2025-10-01,6,DDU,0.0,0,8
12925,2025-10-01,7,PNBE,0.0,0,2
12925,2025-10-01,8,HWH,0.0,0,4
12925,2025-10-01,9,BCT,0.0,6,7
12925,2025-10-01,10,BRC,0.0,0,12
12925,2025-10-01,11,RTM,0.0,0,12
12925,2025-10-01,12,KOTA,5.6,8,7
12925,2025-10-01,13,MAS,7.6,11,14
12925,2025-10-01,14,SBC,8.6,0,14
12925,2025-10-01,15,NDLS,10.4,0,4
12925,2025-10-01,16,GZB,13.1,0,10
12925,2025-10-01,17,ALJN,14.3,9,2
12925,2025-10-01,18,TDL,17.4,18,12
12925,2025-10-01,19,CNB,19.6,5,4
12925,2025-10-01,20,PRYJ,24.8,0,12
12925,2025-10-01,21,DDU,25.1,0,4
12925,2025-10-01,22,PNBE,21.9,16,9
12925,2025-10-01,23,HWH,25.0,0,5
12925,2025-10-01,24,BCT,26.1,0,2
12295,2025-11-22,1,GZB,0.0,0,15
12295,2025-11-22,2,ALJN,10.6,27,8
12295,2025-11-22,3,TDL,14.1,17,4
12295,2025-11-22,4,CNB,24.6,0,7
12295,2025-11-22,5,PRYJ,28.3,17,14
12295,2025-11-22,6,DDU,26.2,19,10
12295,2025-11-22,7,PNBE,33.2,0,14
12295,2025-11-22,8,HWH,31.8,0,6
12295,2025-11-22,9,BCT,30.5,0,15
12295,2025-11-22,10,BRC,28.2,0,3
12295,2025-11-22,11,RTM,27.8,22,13
12295,2025-11-22,12,KOTA,26.2,22,17
12259,2025-12-19,1,GZB,8.6,0,16
12259,2025-12-19,2,ALJN,15.7,18,7
12259,2025-12-19,3,TDL,10.4,26,4
12259,2025-12-19,4,CNB,8.4,0,12
12259,2025-12-19,5,PRYJ,16.2,0,6
12259,2025-12-19,6,DDU,15.2,0,8
12259,2025-12-19,7,PNBE,18.9,0,17
12259,2025-12-19,8,HWH,18.5,0,6
12259,2025-12-19,9,BCT,22.1,0,8
12259,2025-12-19,10,BRC,18.4,17,9
12259,2025-12-19,11,RTM,20.0,0,4
12259,2025-12-19,12,KOTA,15.3,0,17
12259,2025-12-19,13,MAS,13.5,0,3
12259,2025-12-19,14,SBC,12.7,0,13
12259,2025-12-19,15,NDLS,10.1,0,11
12259,2025-12-19,16,GZB,12.7,0,6
12259,2025-12-19,17,ALJN,14.4,0,13
12259,2025-12-19,18,TDL,11.0,0,3
12259,2025-12-19,19,CNB,7.6,0,16
12259,2025-12-19,20,PRYJ,3.3,0,6
12259,2025-12-19,21,DDU,5.2,0,9
12259,2025-12-19,22,PNBE,5.4,21,13
12002,2025-12-03,1,GZB,0.0,0,14
12002,2025-12-03,2,ALJN,1.4,0,7
12002,2025-12-03,3,TDL,6.7,0,14
12002,2025-12-03,4,CNB,3.6,0,17
12002,2025-12-03,5,PRYJ,8.7,0,16
12002,2025-12-03,6,DDU,5.2,0,12
12002,2025-12-03,7,PNBE,3.6,22,11
12002,2025-12-03,8,HWH,8.3,0,17
12002,2025-12-03,9,BCT,15.1,18,9
12002,2025-12-03,10,BRC,18.6,0,4
12002,2025-12-03,11,RTM,17.4,7,4
12002,2025-12-03,12,KOTA,12.3,0,6
12424,2025-11-20,1,GZB,0.0,0,11
12424,2025-11-20,2,ALJN,0.0,11,6
12424,2025-11-20,3,TDL,0.0,0,15
12424,2025-11-20,4,CNB,9.3,0,3
12424,2025-11-20,5,PRYJ,3.5,19,2
12424,2025-11-20,6,DDU,2.7,0,13
12424,2025-11-20,7,PNBE,7.0,0,4
12424,2025-11-20,8,HWH,7.0,0,5
12424,2025-11-20,9,BCT,12.2,0,6
12424,2025-11-20,10,BRC,8.5,20,17
12424,2025-11-20,11,RTM,12.5,0,5
12424,2025-11-20,12,KOTA,14.7,0,7
12424,2025-11-20,13,MAS,9.6,0,7
12424,2025-11-20,14,SBC,7.6,0,14
12004,2025-11-15,1,GZB,0.0,27,4
12004,2025-11-15,2,ALJN,0.0,0,14
12004,2025-11-15,3,TDL,0.0,0,5
12004,2025-11-15,4,CNB,0.0,0,15
12004,2025-11-15,5,PRYJ,0.0,0,4
12004,2025-11-15,6,DDU,0.0,0,14
12004,2025-11-15,7,PNBE,0.0,0,3
12004,2025-11-15,8,HWH,0.0,0,15
12004,2025-11-15,9,BCT,0.0,0,15
12004,2025-11-15,10,BRC,3.5,0,6
12004,2025-11-15,11,RTM,0.0,9,7
12004,2025-11-15,12,KOTA,2.5,0,16
12004,2025-11-15,13,MAS,8.6,0,8
12137,2025-10-13,1,GZB,3.8,0,16
12137,2025-10-13,2,ALJN,5.9,0,9
12137,2025-10-13,3,TDL,13.2,0,15
12137,2025-10-13,4,CNB,19.6,0,13
12137,2025-10-13,5,PRYJ,25.4,0,13
12137,2025-10-13,6,DDU,25.8,0,6
12137,2025-10-13,7,PNBE,30.6,0,13
12137,2025-10-13,8,HWH,36.5,0,15
12137,2025-10-13,9,BCT,30.9,34,9
12137,2025-10-13,10,BRC,32.2,0,9
12137,2025-10-13,11,RTM,41.5,0,3
12137,2025-10-13,12,KOTA,42.7,0,3
12137,2025-10-13,13,MAS,44.7,6,14
12137,2025-10-13,14,SBC,48.1,0,9
12137,2025-10-13,15,NDLS,43.6,0,4
12137,2025-10-13,16,GZB,40.2,8,17
12137,2025-10-13,17,ALJN,50.9,0,7
12137,2025-10-13,18,TDL,49.0,0,3
12137,2025-10-13,19,CNB,52.9,0,2
12137,2025-10-13,20,PRYJ,52.8,0,14
12295,2025-11-03,1,GZB,60.2,0,4
12295,2025-11-03,2,ALJN,62.6,0,4
12295,2025-11-03,3,TDL,60.5,0,5
12295,2025-11-03,4,CNB,57.8,0,13
12295,2025-11-03,5,PRYJ,59.0,0,7
12295,2025-11-03,6,DDU,57.7,0,9
12295,2025-11-03,7,PNBE,61.4,0,7
12295,2025-11-03,8,HWH,59.0,0,6
12295,2025-11-03,9,BCT,54.4,0,5
12295,2025-11-03,10,BRC,58.0,0,9
12295,2025-11-03,11,RTM,57.9,0,12
12295,2025-11-03,12,KOTA,48.7,0,2
12295,2025-11-03,13,MAS,51.2,0,7
12953,2025-11-02,1,GZB,0.0,12,17
12953,2025-11-02,2,ALJN,0.0,0,6
12953,2025-11-02,3,TDL,0.0,0,15
12953,2025-11-02,4,CNB,0.0,0,3
12953,2025-11-02,5,PRYJ,0.0,0,15
12953,2025-11-02,6,DDU,0.0,0,7
12953,2025-11-02,7,PNBE,0.0,0,10
12953,2025-11-02,8,HWH,0.0,0,5
12953,2025-11-02,9,BCT,0.0,0,13
12953,2025-11-02,10,BRC,0.0,0,13
12953,2025-11-02,11,RTM,0.0,18,6
12953,2025-11-02,12,KOTA,0.0,0,4
12951,2025-12-11,1,GZB,0.0,32,14
12951,2025-12-11,2,ALJN,0.0,0,3
12951,2025-12-11,3,TDL,0.0,0,9
12951,2025-12-11,4,CNB,0.0,0,5
12951,2025-12-11,5,PRYJ,0.0,0,2
12951,2025-12-11,6,DDU,0.0,0,15
12951,2025-12-11,7,PNBE,0.0,0,6
12951,2025-12-11,8,HWH,0.0,32,7
12951,2025-12-11,9,BCT,2.1,0,2
12951,2025-12-11,10,BRC,1.2,0,4
12951,2025-12-11,11,RTM,0.0,0,3
12951,2025-12-11,12,KOTA,0.0,0,2
12951,2025-12-11,13,MAS,0.0,0,6
12951,2025-12-11,14,SBC,0.0,0,8
12951,2025-12-11,15,NDLS,0.0,0,16
12951,2025-12-11,16,GZB,0.0,0,12
12951,2025-12-11,17,ALJN,4.1,28,11
12951,2025-12-11,18,TDL,4.3,0,5
12951,2025-12-11,19,CNB,0.0,0,16
12302,2025-11-26,1,GZB,0.0,0,2
12302,2025-11-26,2,ALJN,0.0,0,15
12302,2025-11-26,3,TDL,0.0,0,10
12302,2025-11-26,4,CNB,0.0,30,4
12302,2025-11-26,5,PRYJ,0.0,0,11
12302,2025-11-26,6,DDU,0.0,34,9
12302,2025-11-26,7,PNBE,0.0,12,7
12302,2025-11-26,8,HWH,0.0,0,2
12302,2025-11-26,9,BCT,0.0,0,5
12302,2025-11-26,10,BRC,0.0,0,5
12302,2025-11-26,11,RTM,0.0,0,10
12302,2025-11-26,12,KOTA,0.0,0,10
12302,2025-11-26,13,MAS,4.4,0,15
12302,2025-11-26,14,SBC,11.1,34,3
12302,2025-11-26,15,NDLS,14.2,15,3
12302,2025-11-26,16,GZB,13.6,25,9
12302,2025-11-26,17,ALJN,19.7,0,10
12302,2025-11-26,18,TDL,20.3,17,14
12302,2025-11-26,19,CNB,21.2,0,6
12302,2025-11-26,20,PRYJ,19.6,27,13
12302,2025-11-26,21,DDU,18.4,0,13
12302,2025-11-26,22,PNBE,23.4,0,12
12301,2025-11-22,1,GZB,0.7,0,12
12301,2025-11-22,2,ALJN,3.9,0,12
12301,2025-11-22,3,TDL,8.5,22,16
12301,2025-11-22,4,CNB,7.4,25,10
12301,2025-11-22,5,PRYJ,9.0,0,16
12301,2025-11-22,6,DDU,7.5,24,6
12301,2025-11-22,7,PNBE,2.7,0,4
12301,2025-11-22,8,HWH,5.3,0,13
12301,2025-11-22,9,BCT,5.1,0,15
12301,2025-11-22,10,BRC,5.5,17,12
12301,2025-11-22,11,RTM,5.3,0,11
12301,2025-11-22,12,KOTA,9.1,0,12
12301,2025-11-22,13,MAS,7.3,0,7
12301,2025-11-22,14,SBC,4.2,0,7
12301,2025-11-22,15,NDLS,8.4,0,4
12301,2025-11-22,16,GZB,10.0,0,13
12301,2025-11-22,17,ALJN,9.5,23,2
12301,2025-11-22,18,TDL,7.2,0,6
12301,2025-11-22,19,CNB,9.7,0,2
12301,2025-11-22,20,PRYJ,9.9,31,3
12301,2025-11-22,21,DDU,5.2,0,14
12301,2025-11-22,22,PNBE,5.8,33,17
12002,2025-10-09,1,GZB,35.2,0,9
12002,2025-10-09,2,ALJN,43.0,33,13
12002,2025-10-09,3,TDL,42.7,0,7
12002,2025-10-09,4,CNB,43.2,0,16
12002,2025-10-09,5,PRYJ,49.0,0,16
12002,2025-10-09,6,DDU,53.0,0,10
12002,2025-10-09,7,PNBE,61.8,0,3
12002,2025-10-09,8,HWH,61.3,0,14
12002,2025-10-09,9,BCT,60.1,0,3
12002,2025-10-09,10,BRC,58.2,0,2
